hook	outcome	mode	run	total_us
detect-session-start-truncation	pass	real	27	56329
detect-session-start-truncation	pass	real	28	55547
detect-session-start-truncation	pass	real	29	141993
detect-session-start-truncation	pass	real	30	89587
enforce-make-commands	blocked	smoke	1	70815
enforce-make-commands	blocked	smoke	2	75494
enforce-make-commands	blocked	smoke	3	51422
enforce-make-commands	blocked	smoke	4	49891
enforce-make-commands	blocked	smoke	5	91176
enforce-make-commands	blocked	smoke	6	77174
enforce-make-commands	blocked	smoke	7	50231
enforce-make-commands	blocked	smoke	8	65955
enforce-make-commands	blocked	smoke	9	46531
enforce-make-commands	blocked	smoke	10	45111
enforce-make-commands	blocked	smoke	11	38026
enforce-make-commands	blocked	smoke	12	31905
enforce-make-commands	blocked	smoke	13	31115
enforce-make-commands	blocked	smoke	14	33230
enforce-make-commands	blocked	smoke	15	31529
enforce-make-commands	blocked	smoke	16	30699
enforce-make-commands	blocked	smoke	17	32865
enforce-make-commands	blocked	smoke	18	27190
enforce-make-commands	blocked	smoke	19	26845
enforce-make-commands	blocked	smoke	20	28492
enforce-make-commands	blocked	smoke	21	27883
enforce-make-commands	blocked	smoke	22	28670
enforce-make-commands	blocked	smoke	23	27623
enforce-make-commands	blocked	smoke	24	27952
enforce-make-commands	blocked	smoke	25	31333
enforce-make-commands	blocked	smoke	26	33368
enforce-make-commands	blocked	smoke	27	28464
enforce-make-commands	blocked	smoke	28	30804
enforce-make-commands	blocked	smoke	29	27948
enforce-make-commands	blocked	smoke	30	26714
enforce-make-commands	blocked	real	1	47367
enforce-make-commands	blocked	real	2	46732
enforce-make-commands	blocked	real	3	45178
enforce-make-commands	blocked	real	4	48809
enforce-make-commands	blocked	real	5	59166
enforce-make-commands	blocked	real	6	51126
enforce-make-commands	blocked	real	7	45138
enforce-make-commands	blocked	real	8	47587
enforce-make-commands	blocked	real	9	46475
enforce-make-commands	blocked	real	10	50152
enforce-make-commands	blocked	real	11	45395
enforce-make-commands	blocked	real	12	44643
enforce-make-commands	blocked	real	13	46190
enforce-make-commands	blocked	real	14	48642
enforce-make-commands	blocked	real	15	44858
enforce-make-commands	blocked	real	16	53182
enforce-make-commands	blocked	real	17	90585
enforce-make-commands	blocked	real	18	77854
enforce-make-commands	blocked	real	19	55325
enforce-make-commands	blocked	real	20	55336
enforce-make-commands	blocked	real	21	58512
enforce-make-commands	blocked	real	22	77270
enforce-make-commands	blocked	real	23	92258
enforce-make-commands	blocked	real	24	50806
enforce-make-commands	blocked	real	25	56380
enforce-make-commands	blocked	real	26	63350
enforce-make-commands	blocked	real	27	78310
enforce-make-commands	blocked	real	28	56683
enforce-make-commands	blocked	real	29	52820
enforce-make-commands	blocked	real	30	58697
enforce-make-commands	pass	smoke	1	37880
enforce-make-commands	pass	smoke	2	38916
enforce-make-commands	pass	smoke	3	37357
enforce-make-commands	pass	smoke	4	33082
enforce-make-commands	pass	smoke	5	33660
enforce-make-commands	pass	smoke	6	34408
enforce-make-commands	pass	smoke	7	36029
enforce-make-commands	pass	smoke	8	35405
enforce-make-commands	pass	smoke	9	42008
enforce-make-commands	pass	smoke	10	41075
enforce-make-commands	pass	smoke	11	36260
enforce-make-commands	pass	smoke	12	33803
enforce-make-commands	pass	smoke	13	37521
enforce-make-commands	pass	smoke	14	32294
enforce-make-commands	pass	smoke	15	30620
enforce-make-commands	pass	smoke	16	35720
enforce-make-commands	pass	smoke	17	33353
enforce-make-commands	pass	smoke	18	30362
enforce-make-commands	pass	smoke	19	29320
enforce-make-commands	pass	smoke	20	31610
enforce-make-commands	pass	smoke	21	32417
enforce-make-commands	pass	smoke	22	27955
enforce-make-commands	pass	smoke	23	29302
enforce-make-commands	pass	smoke	24	32803
enforce-make-commands	pass	smoke	25	29151
enforce-make-commands	pass	smoke	26	36761
enforce-make-commands	pass	smoke	27	35013
enforce-make-commands	pass	smoke	28	31773
enforce-make-commands	pass	smoke	29	31557
enforce-make-commands	pass	smoke	30	28358
enforce-make-commands	pass	real	1	52194
enforce-make-commands	pass	real	2	46681
enforce-make-commands	pass	real	3	52226
enforce-make-commands	pass	real	4	50524
enforce-make-commands	pass	real	5	48005
enforce-make-commands	pass	real	6	56723
enforce-make-commands	pass	real	7	53328
enforce-make-commands	pass	real	8	50842
enforce-make-commands	pass	real	9	48956
enforce-make-commands	pass	real	10	65797
enforce-make-commands	pass	real	11	68658
enforce-make-commands	pass	real	12	52193
enforce-make-commands	pass	real	13	53407
enforce-make-commands	pass	real	14	53120
enforce-make-commands	pass	real	15	59025
enforce-make-commands	pass	real	16	64763
enforce-make-commands	pass	real	17	51153
enforce-make-commands	pass	real	18	52557
enforce-make-commands	pass	real	19	59064
enforce-make-commands	pass	real	20	63218
enforce-make-commands	pass	real	21	57839
enforce-make-commands	pass	real	22	75276
enforce-make-commands	pass	real	23	77704
enforce-make-commands	pass	real	24	77553
enforce-make-commands	pass	real	25	66429
enforce-make-commands	pass	real	26	108454
enforce-make-commands	pass	real	27	70503
enforce-make-commands	pass	real	28	65230
enforce-make-commands	pass	real	29	57299
enforce-make-commands	pass	real	30	57992
enforce-uv-run	blocked	smoke	1	39209
enforce-uv-run	blocked	smoke	2	36839
enforce-uv-run	blocked	smoke	3	37935
enforce-uv-run	blocked	smoke	4	37848
enforce-uv-run	blocked	smoke	5	34519
enforce-uv-run	blocked	smoke	6	40054
enforce-uv-run	blocked	smoke	7	33059
enforce-uv-run	blocked	smoke	8	34580
enforce-uv-run	blocked	smoke	9	38190
enforce-uv-run	blocked	smoke	10	36336
enforce-uv-run	blocked	smoke	11	38913
enforce-uv-run	blocked	smoke	12	39092
enforce-uv-run	blocked	smoke	13	37006
enforce-uv-run	blocked	smoke	14	33376
enforce-uv-run	blocked	smoke	15	34924
enforce-uv-run	blocked	smoke	16	34546
enforce-uv-run	blocked	smoke	17	35733
enforce-uv-run	blocked	smoke	18	35500
enforce-uv-run	blocked	smoke	19	36296
enforce-uv-run	blocked	smoke	20	43722
enforce-uv-run	blocked	smoke	21	56901
enforce-uv-run	blocked	smoke	22	36723
enforce-uv-run	blocked	smoke	23	36548
enforce-uv-run	blocked	smoke	24	36397
enforce-uv-run	blocked	smoke	25	37006
enforce-uv-run	blocked	smoke	26	35144
enforce-uv-run	blocked	smoke	27	37291
enforce-uv-run	blocked	smoke	28	36462
enforce-uv-run	blocked	smoke	29	31272
enforce-uv-run	blocked	smoke	30	30813
enforce-uv-run	blocked	real	1	52163
enforce-uv-run	blocked	real	2	51877
enforce-uv-run	blocked	real	3	49306
enforce-uv-run	blocked	real	4	51342
enforce-uv-run	blocked	real	5	48125
enforce-uv-run	blocked	real	6	46509
enforce-uv-run	blocked	real	7	52743
enforce-uv-run	blocked	real	8	65440
enforce-uv-run	blocked	real	9	57659
enforce-uv-run	blocked	real	10	100492
enforce-uv-run	blocked	real	11	72574
enforce-uv-run	blocked	real	12	66836
enforce-uv-run	blocked	real	13	72975
enforce-uv-run	blocked	real	14	80479
enforce-uv-run	blocked	real	15	62460
enforce-uv-run	blocked	real	16	64823
enforce-uv-run	blocked	real	17	61579
enforce-uv-run	blocked	real	18	65545
enforce-uv-run	blocked	real	19	58951
enforce-uv-run	blocked	real	20	53018
enforce-uv-run	blocked	real	21	53844
enforce-uv-run	blocked	real	22	50774
enforce-uv-run	blocked	real	23	60595
enforce-uv-run	blocked	real	24	63868
enforce-uv-run	blocked	real	25	72125
enforce-uv-run	blocked	real	26	63788
enforce-uv-run	blocked	real	27	68678
enforce-uv-run	blocked	real	28	82534
enforce-uv-run	blocked	real	29	70056
enforce-uv-run	blocked	real	30	61341
enforce-uv-run	pass	smoke	1	41057
enforce-uv-run	pass	smoke	2	37091
enforce-uv-run	pass	smoke	3	38531
enforce-uv-run	pass	smoke	4	35401
enforce-uv-run	pass	smoke	5	34930
enforce-uv-run	pass	smoke	6	34073
enforce-uv-run	pass	smoke	7	33307
enforce-uv-run	pass	smoke	8	33688
enforce-uv-run	pass	smoke	9	34557
enforce-uv-run	pass	smoke	10	33393
enforce-uv-run	pass	smoke	11	35058
enforce-uv-run	pass	smoke	12	45447
enforce-uv-run	pass	smoke	13	39737
enforce-uv-run	pass	smoke	14	33677
enforce-uv-run	pass	smoke	15	35058
enforce-uv-run	pass	smoke	16	33499
enforce-uv-run	pass	smoke	17	30077
enforce-uv-run	pass	smoke	18	29818
enforce-uv-run	pass	smoke	19	31055
enforce-uv-run	pass	smoke	20	30612
enforce-uv-run	pass	smoke	21	31536
enforce-uv-run	pass	smoke	22	28846
enforce-uv-run	pass	smoke	23	29636
enforce-uv-run	pass	smoke	24	34808
enforce-uv-run	pass	smoke	25	31649
enforce-uv-run	pass	smoke	26	31017
enforce-uv-run	pass	smoke	27	30527
enforce-uv-run	pass	smoke	28	33363
enforce-uv-run	pass	smoke	29	28153
enforce-uv-run	pass	smoke	30	27998
enforce-uv-run	pass	real	1	45080
enforce-uv-run	pass	real	2	48597
enforce-uv-run	pass	real	3	45611
enforce-uv-run	pass	real	4	44702
enforce-uv-run	pass	real	5	50090
enforce-uv-run	pass	real	6	49546
enforce-uv-run	pass	real	7	51829
enforce-uv-run	pass	real	8	58986
enforce-uv-run	pass	real	9	59013
enforce-uv-run	pass	real	10	60670
enforce-uv-run	pass	real	11	75358
enforce-uv-run	pass	real	12	66535
enforce-uv-run	pass	real	13	58371
enforce-uv-run	pass	real	14	57276
enforce-uv-run	pass	real	15	54080
enforce-uv-run	pass	real	16	50091
enforce-uv-run	pass	real	17	52779
enforce-uv-run	pass	real	18	47179
enforce-uv-run	pass	real	19	51121
enforce-uv-run	pass	real	20	52178
enforce-uv-run	pass	real	21	54551
enforce-uv-run	pass	real	22	57521
enforce-uv-run	pass	real	23	53741
enforce-uv-run	pass	real	24	92570
enforce-uv-run	pass	real	25	64353
enforce-uv-run	pass	real	26	64071
enforce-uv-run	pass	real	27	60112
enforce-uv-run	pass	real	28	68907
enforce-uv-run	pass	real	29	54901
enforce-uv-run	pass	real	30	62125
git-safety	blocked	smoke	1	57513
git-safety	blocked	smoke	2	64987
git-safety	blocked	smoke	3	50444
git-safety	blocked	smoke	4	58330
git-safety	blocked	smoke	5	55235
git-safety	blocked	smoke	6	50859
git-safety	blocked	smoke	7	51511
git-safety	blocked	smoke	8	49978
git-safety	blocked	smoke	9	51188
git-safety	blocked	smoke	10	54137
git-safety	blocked	smoke	11	55943
git-safety	blocked	smoke	12	63532
git-safety	blocked	smoke	13	75185
git-safety	blocked	smoke	14	77938
git-safety	blocked	smoke	15	67530
git-safety	blocked	smoke	16	60266
git-safety	blocked	smoke	17	51448
git-safety	blocked	smoke	18	53728
git-safety	blocked	smoke	19	50363
git-safety	blocked	smoke	20	50104
git-safety	blocked	smoke	21	51604
git-safety	blocked	smoke	22	49597
git-safety	blocked	smoke	23	51702
git-safety	blocked	smoke	24	53900
git-safety	blocked	smoke	25	46615
git-safety	blocked	smoke	26	46857
git-safety	blocked	smoke	27	49605
git-safety	blocked	smoke	28	48260
git-safety	blocked	smoke	29	49669
git-safety	blocked	smoke	30	44863
git-safety	blocked	real	1	59406
git-safety	blocked	real	2	65761
git-safety	blocked	real	3	67384
git-safety	blocked	real	4	68051
git-safety	blocked	real	5	70797
git-safety	blocked	real	6	69131
git-safety	blocked	real	7	68347
git-safety	blocked	real	8	81677
git-safety	blocked	real	9	89886
git-safety	blocked	real	10	79243
git-safety	blocked	real	11	82296
git-safety	blocked	real	12	93806
git-safety	blocked	real	13	120680
git-safety	blocked	real	14	181672
git-safety	blocked	real	15	197501
git-safety	blocked	real	16	174605
git-safety	blocked	real	17	113365
git-safety	blocked	real	18	110689
git-safety	blocked	real	19	138659
git-safety	blocked	real	20	96954
git-safety	blocked	real	21	95416
git-safety	blocked	real	22	83431
git-safety	blocked	real	23	98729
git-safety	blocked	real	24	89337
git-safety	blocked	real	25	93596
git-safety	blocked	real	26	96975
git-safety	blocked	real	27	84217
git-safety	blocked	real	28	96107
git-safety	blocked	real	29	115350
git-safety	blocked	real	30	117112
git-safety	pass	smoke	1	60327
git-safety	pass	smoke	2	43321
git-safety	pass	smoke	3	45221
git-safety	pass	smoke	4	41038
git-safety	pass	smoke	5	39879
git-safety	pass	smoke	6	39024
git-safety	pass	smoke	7	35451
git-safety	pass	smoke	8	40324
git-safety	pass	smoke	9	41557
git-safety	pass	smoke	10	48734
git-safety	pass	smoke	11	48111
git-safety	pass	smoke	12	40090
git-safety	pass	smoke	13	37081
git-safety	pass	smoke	14	38095
git-safety	pass	smoke	15	38915
git-safety	pass	smoke	16	33633
git-safety	pass	smoke	17	33851
git-safety	pass	smoke	18	38348
git-safety	pass	smoke	19	35741
git-safety	pass	smoke	20	34531
git-safety	pass	smoke	21	35089
git-safety	pass	smoke	22	32996
git-safety	pass	smoke	23	33782
git-safety	pass	smoke	24	31849
git-safety	pass	smoke	25	37208
git-safety	pass	smoke	26	33731
git-safety	pass	smoke	27	33334
git-safety	pass	smoke	28	34593
git-safety	pass	smoke	29	34852
git-safety	pass	smoke	30	34206
git-safety	pass	real	1	52004
git-safety	pass	real	2	62359
git-safety	pass	real	3	50333
git-safety	pass	real	4	55827
git-safety	pass	real	5	52984
git-safety	pass	real	6	52931
git-safety	pass	real	7	54965
git-safety	pass	real	8	116378
git-safety	pass	real	9	125322
git-safety	pass	real	10	130876
git-safety	pass	real	11	140876
git-safety	pass	real	12	143017
git-safety	pass	real	13	143937
git-safety	pass	real	14	153464
git-safety	pass	real	15	136255
git-safety	pass	real	16	81796
git-safety	pass	real	17	80423
git-safety	pass	real	18	71001
git-safety	pass	real	19	73366
git-safety	pass	real	20	63105
git-safety	pass	real	21	72666
git-safety	pass	real	22	71611
git-safety	pass	real	23	69936
git-safety	pass	real	24	72537
git-safety	pass	real	25	65600
git-safety	pass	real	26	59741
git-safety	pass	real	27	79976
git-safety	pass	real	28	-284877
git-safety	pass	real	29	55328
git-safety	pass	real	30	56512
log-permission-denied	pass	smoke	1	-429404
log-permission-denied	pass	smoke	2	29829
log-permission-denied	pass	smoke	3	28414
log-permission-denied	pass	smoke	4	27741
log-permission-denied	pass	smoke	5	26767
log-permission-denied	pass	smoke	6	27818
log-permission-denied	pass	smoke	7	27069
log-permission-denied	pass	smoke	8	26068
log-permission-denied	pass	smoke	9	26351
log-permission-denied	pass	smoke	10	27848
log-permission-denied	pass	smoke	11	29267
log-permission-denied	pass	smoke	12	29061
log-permission-denied	pass	smoke	13	29639
log-permission-denied	pass	smoke	14	24921
log-permission-denied	pass	smoke	15	24614
log-permission-denied	pass	smoke	16	24817
log-permission-denied	pass	smoke	17	25311
log-permission-denied	pass	smoke	18	27369
log-permission-denied	pass	smoke	19	27153
log-permission-denied	pass	smoke	20	25794
log-permission-denied	pass	smoke	21	26678
log-permission-denied	pass	smoke	22	27825
log-permission-denied	pass	smoke	23	25552
log-permission-denied	pass	smoke	24	23625
log-permission-denied	pass	smoke	25	25436
log-permission-denied	pass	smoke	26	25914
log-permission-denied	pass	smoke	27	25809
log-permission-denied	pass	smoke	28	27162
log-permission-denied	pass	smoke	29	26373
log-permission-denied	pass	smoke	30	25406
log-permission-denied	pass	real	1	47223
log-permission-denied	pass	real	2	47765
log-permission-denied	pass	real	3	47443
log-permission-denied	pass	real	4	64529
log-permission-denied	pass	real	5	73391
log-permission-denied	pass	real	6	47702
log-permission-denied	pass	real	7	54934
log-permission-denied	pass	real	8	57156
log-permission-denied	pass	real	9	57331
log-permission-denied	pass	real	10	52712
log-permission-denied	pass	real	11	55792
log-permission-denied	pass	real	12	62681
log-permission-denied	pass	real	13	65731
log-permission-denied	pass	real	14	67258
log-permission-denied	pass	real	15	59371
log-permission-denied	pass	real	16	69609
log-permission-denied	pass	real	17	57409
log-permission-denied	pass	real	18	58217
log-permission-denied	pass	real	19	53484
log-permission-denied	pass	real	20	68994
log-permission-denied	pass	real	21	65460
log-permission-denied	pass	real	22	72276
log-permission-denied	pass	real	23	57223
log-permission-denied	pass	real	24	56400
log-permission-denied	pass	real	25	51149
log-permission-denied	pass	real	26	62627
log-permission-denied	pass	real	27	54926
log-permission-denied	pass	real	28	55917
log-permission-denied	pass	real	29	50827
log-permission-denied	pass	real	30	54591
log-permission-denied	error	smoke	1	29591
log-permission-denied	error	smoke	2	29078
log-permission-denied	error	smoke	3	30656
log-permission-denied	error	smoke	4	28821
log-permission-denied	error	smoke	5	29501
log-permission-denied	error	smoke	6	27627
log-permission-denied	error	smoke	7	32887
log-permission-denied	error	smoke	8	38199
log-permission-denied	error	smoke	9	36158
log-permission-denied	error	smoke	10	30411
log-permission-denied	error	smoke	11	28162
log-permission-denied	error	smoke	12	28481
log-permission-denied	error	smoke	13	28173
log-permission-denied	error	smoke	14	26979
log-permission-denied	error	smoke	15	26708
log-permission-denied	error	smoke	16	28711
log-permission-denied	error	smoke	17	27486
log-permission-denied	error	smoke	18	24649
log-permission-denied	error	smoke	19	25096
log-permission-denied	error	smoke	20	26171
log-permission-denied	error	smoke	21	24893
log-permission-denied	error	smoke	22	28602
log-permission-denied	error	smoke	23	24368
log-permission-denied	error	smoke	24	25917
log-permission-denied	error	smoke	25	31723
log-permission-denied	error	smoke	26	33796
log-permission-denied	error	smoke	27	28341
log-permission-denied	error	smoke	28	27336
log-permission-denied	error	smoke	29	27502
log-permission-denied	error	smoke	30	26498
log-permission-denied	error	real	1	42399
log-permission-denied	error	real	2	40291
log-permission-denied	error	real	3	43969
log-permission-denied	error	real	4	48943
log-permission-denied	error	real	5	46206
log-permission-denied	error	real	6	56925
log-permission-denied	error	real	7	62112
log-permission-denied	error	real	8	74895
log-permission-denied	error	real	9	65662
log-permission-denied	error	real	10	58991
log-permission-denied	error	real	11	62032
log-permission-denied	error	real	12	57639
log-permission-denied	error	real	13	49560
log-permission-denied	error	real	14	53900
log-permission-denied	error	real	15	52589
log-permission-denied	error	real	16	59816
log-permission-denied	error	real	17	58663
log-permission-denied	error	real	18	56614
log-permission-denied	error	real	19	57177
log-permission-denied	error	real	20	52308
log-permission-denied	error	real	21	58790
log-permission-denied	error	real	22	49702
log-permission-denied	error	real	23	47539
log-permission-denied	error	real	24	55360
log-permission-denied	error	real	25	59314
log-permission-denied	error	real	26	57032
log-permission-denied	error	real	27	46235
log-permission-denied	error	real	28	48386
log-permission-denied	error	real	29	47453
log-permission-denied	error	real	30	52798
log-tool-uses	pass	smoke	1	37284
log-tool-uses	pass	smoke	2	34792
log-tool-uses	pass	smoke	3	35517
log-tool-uses	pass	smoke	4	31861
log-tool-uses	pass	smoke	5	32357
log-tool-uses	pass	smoke	6	28482
log-tool-uses	pass	smoke	7	27995
log-tool-uses	pass	smoke	8	28599
log-tool-uses	pass	smoke	9	28623
log-tool-uses	pass	smoke	10	30363
log-tool-uses	pass	smoke	11	29534
log-tool-uses	pass	smoke	12	30080
log-tool-uses	pass	smoke	13	27407
log-tool-uses	pass	smoke	14	27358
log-tool-uses	pass	smoke	15	37827
log-tool-uses	pass	smoke	16	36225
log-tool-uses	pass	smoke	17	34951
log-tool-uses	pass	smoke	18	39945
log-tool-uses	pass	smoke	19	45930
log-tool-uses	pass	smoke	20	38241
log-tool-uses	pass	smoke	21	32958
log-tool-uses	pass	smoke	22	32326
log-tool-uses	pass	smoke	23	30735
log-tool-uses	pass	smoke	24	32813
log-tool-uses	pass	smoke	25	34405
log-tool-uses	pass	smoke	26	29582
log-tool-uses	pass	smoke	27	30569
log-tool-uses	pass	smoke	28	33795
log-tool-uses	pass	smoke	29	33014
log-tool-uses	pass	smoke	30	38828
log-tool-uses	pass	real	1	49954
log-tool-uses	pass	real	2	53938
log-tool-uses	pass	real	3	46785
log-tool-uses	pass	real	4	51415
log-tool-uses	pass	real	5	45071
log-tool-uses	pass	real	6	47909
log-tool-uses	pass	real	7	44233
log-tool-uses	pass	real	8	48490
log-tool-uses	pass	real	9	42248
log-tool-uses	pass	real	10	47298
log-tool-uses	pass	real	11	48037
log-tool-uses	pass	real	12	44936
log-tool-uses	pass	real	13	44724
log-tool-uses	pass	real	14	49657
log-tool-uses	pass	real	15	47997
log-tool-uses	pass	real	16	55232
log-tool-uses	pass	real	17	45827
log-tool-uses	pass	real	18	44201
log-tool-uses	pass	real	19	44497
log-tool-uses	pass	real	20	49787
log-tool-uses	pass	real	21	49199
log-tool-uses	pass	real	22	46880
log-tool-uses	pass	real	23	43340
log-tool-uses	pass	real	24	45324
log-tool-uses	pass	real	25	46893
log-tool-uses	pass	real	26	51755
log-tool-uses	pass	real	27	49218
log-tool-uses	pass	real	28	51781
log-tool-uses	pass	real	29	45068
log-tool-uses	pass	real	30	47999
log-tool-uses	error	smoke	1	31216
log-tool-uses	error	smoke	2	32018
log-tool-uses	error	smoke	3	28042
log-tool-uses	error	smoke	4	30067
log-tool-uses	error	smoke	5	27630
log-tool-uses	error	smoke	6	30373
log-tool-uses	error	smoke	7	25959
log-tool-uses	error	smoke	8	26317
log-tool-uses	error	smoke	9	28581
log-tool-uses	error	smoke	10	27057
log-tool-uses	error	smoke	11	28090
log-tool-uses	error	smoke	12	26766
log-tool-uses	error	smoke	13	27118
log-tool-uses	error	smoke	14	25050
log-tool-uses	error	smoke	15	25002
log-tool-uses	error	smoke	16	27398
log-tool-uses	error	smoke	17	30625
log-tool-uses	error	smoke	18	25629
log-tool-uses	error	smoke	19	24989
log-tool-uses	error	smoke	20	24143
log-tool-uses	error	smoke	21	23275
log-tool-uses	error	smoke	22	24825
log-tool-uses	error	smoke	23	28244
log-tool-uses	error	smoke	24	24113
log-tool-uses	error	smoke	25	23238
log-tool-uses	error	smoke	26	27717
log-tool-uses	error	smoke	27	26303
log-tool-uses	error	smoke	28	25989
log-tool-uses	error	smoke	29	27032
log-tool-uses	error	smoke	30	24343
log-tool-uses	error	real	1	41872
log-tool-uses	error	real	2	45489
log-tool-uses	error	real	3	48940
log-tool-uses	error	real	4	54097
log-tool-uses	error	real	5	55690
log-tool-uses	error	real	6	46759
log-tool-uses	error	real	7	50861
log-tool-uses	error	real	8	49080
log-tool-uses	error	real	9	52073
log-tool-uses	error	real	10	47651
log-tool-uses	error	real	11	43838
log-tool-uses	error	real	12	42998
log-tool-uses	error	real	13	47429
log-tool-uses	error	real	14	48797
log-tool-uses	error	real	15	46644
log-tool-uses	error	real	16	58356
log-tool-uses	error	real	17	43757
log-tool-uses	error	real	18	42418
log-tool-uses	error	real	19	42124
log-tool-uses	error	real	20	45193
log-tool-uses	error	real	21	52201
log-tool-uses	error	real	22	50478
log-tool-uses	error	real	23	45251
log-tool-uses	error	real	24	45681
log-tool-uses	error	real	25	47915
log-tool-uses	error	real	26	43926
log-tool-uses	error	real	27	49270
log-tool-uses	error	real	28	47833
log-tool-uses	error	real	29	45121
log-tool-uses	error	real	30	42173
secrets-guard	blocked	smoke	1	54196
secrets-guard	blocked	smoke	2	54603
secrets-guard	blocked	smoke	3	58382
secrets-guard	blocked	smoke	4	58594
secrets-guard	blocked	smoke	5	52720
secrets-guard	blocked	smoke	6	57611
secrets-guard	blocked	smoke	7	52778
secrets-guard	blocked	smoke	8	57189
secrets-guard	blocked	smoke	9	52606
secrets-guard	blocked	smoke	10	59548
secrets-guard	blocked	smoke	11	62346
secrets-guard	blocked	smoke	12	54432
secrets-guard	blocked	smoke	13	60969
secrets-guard	blocked	smoke	14	59707
secrets-guard	blocked	smoke	15	67399
secrets-guard	blocked	smoke	16	88552
secrets-guard	blocked	smoke	17	86115
secrets-guard	blocked	smoke	18	80552
secrets-guard	blocked	smoke	19	93335
secrets-guard	blocked	smoke	20	80568
secrets-guard	blocked	smoke	21	75628
secrets-guard	blocked	smoke	22	73182
secrets-guard	blocked	smoke	23	75671
secrets-guard	blocked	smoke	24	78436
secrets-guard	blocked	smoke	25	77955
secrets-guard	blocked	smoke	26	64820
secrets-guard	blocked	smoke	27	67213
secrets-guard	blocked	smoke	28	70347
secrets-guard	blocked	smoke	29	86391
secrets-guard	blocked	smoke	30	77013
secrets-guard	blocked	real	1	98861
secrets-guard	blocked	real	2	91983
secrets-guard	blocked	real	3	94313
secrets-guard	blocked	real	4	94572
secrets-guard	blocked	real	5	109675
secrets-guard	blocked	real	6	87953
secrets-guard	blocked	real	7	89954
secrets-guard	blocked	real	8	86949
secrets-guard	blocked	real	9	87501
secrets-guard	blocked	real	10	87103
secrets-guard	blocked	real	11	102093
secrets-guard	blocked	real	12	110049
secrets-guard	blocked	real	13	87773
secrets-guard	blocked	real	14	94483
secrets-guard	blocked	real	15	84852
secrets-guard	blocked	real	16	81575
secrets-guard	blocked	real	17	85238
secrets-guard	blocked	real	18	93546
secrets-guard	blocked	real	19	83701
secrets-guard	blocked	real	20	91039
secrets-guard	blocked	real	21	103302
secrets-guard	blocked	real	22	80027
secrets-guard	blocked	real	23	85955
secrets-guard	blocked	real	24	85191
secrets-guard	blocked	real	25	77433
secrets-guard	blocked	real	26	88857
secrets-guard	blocked	real	27	88996
secrets-guard	blocked	real	28	79872
secrets-guard	blocked	real	29	78644
secrets-guard	blocked	real	30	82599
secrets-guard	pass	smoke	1	49582
secrets-guard	pass	smoke	2	52482
secrets-guard	pass	smoke	3	50596
secrets-guard	pass	smoke	4	53147
secrets-guard	pass	smoke	5	50506
secrets-guard	pass	smoke	6	52602
secrets-guard	pass	smoke	7	61881
secrets-guard	pass	smoke	8	55005
secrets-guard	pass	smoke	9	51595
secrets-guard	pass	smoke	10	56127
secrets-guard	pass	smoke	11	53398
secrets-guard	pass	smoke	12	55247
secrets-guard	pass	smoke	13	49615
secrets-guard	pass	smoke	14	58221
secrets-guard	pass	smoke	15	54638
secrets-guard	pass	smoke	16	49397
secrets-guard	pass	smoke	17	50401
secrets-guard	pass	smoke	18	52352
secrets-guard	pass	smoke	19	54174
secrets-guard	pass	smoke	20	50521
secrets-guard	pass	smoke	21	49070
secrets-guard	pass	smoke	22	52122
secrets-guard	pass	smoke	23	55303
secrets-guard	pass	smoke	24	47892
secrets-guard	pass	smoke	25	51415
secrets-guard	pass	smoke	26	46512
secrets-guard	pass	smoke	27	47845
secrets-guard	pass	smoke	28	50616
secrets-guard	pass	smoke	29	49905
secrets-guard	pass	smoke	30	55807
secrets-guard	pass	real	1	77389
secrets-guard	pass	real	2	72908
secrets-guard	pass	real	3	69399
secrets-guard	pass	real	4	76301
secrets-guard	pass	real	5	71145
secrets-guard	pass	real	6	79103
secrets-guard	pass	real	7	69907
secrets-guard	pass	real	8	70390
secrets-guard	pass	real	9	76758
secrets-guard	pass	real	10	80409
secrets-guard	pass	real	11	78403
secrets-guard	pass	real	12	75652
secrets-guard	pass	real	13	70192
secrets-guard	pass	real	14	71462
secrets-guard	pass	real	15	80409
secrets-guard	pass	real	16	73836
secrets-guard	pass	real	17	73228
secrets-guard	pass	real	18	75413
secrets-guard	pass	real	19	74883
secrets-guard	pass	real	20	70597
secrets-guard	pass	real	21	73619
secrets-guard	pass	real	22	70897
secrets-guard	pass	real	23	71117
secrets-guard	pass	real	24	76357
secrets-guard	pass	real	25	66440
secrets-guard	pass	real	26	74458
secrets-guard	pass	real	27	83457
secrets-guard	pass	real	28	76741
secrets-guard	pass	real	29	79126
secrets-guard	pass	real	30	75354
suggest-read-json	blocked	smoke	1	34059
suggest-read-json	blocked	smoke	2	31719
suggest-read-json	blocked	smoke	3	32004
suggest-read-json	blocked	smoke	4	34521
suggest-read-json	blocked	smoke	5	29894
suggest-read-json	blocked	smoke	6	30335
suggest-read-json	blocked	smoke	7	29577
suggest-read-json	blocked	smoke	8	34386
suggest-read-json	blocked	smoke	9	39108
suggest-read-json	blocked	smoke	10	34112
suggest-read-json	blocked	smoke	11	34820
suggest-read-json	blocked	smoke	12	35927
suggest-read-json	blocked	smoke	13	35077
suggest-read-json	blocked	smoke	14	33024
suggest-read-json	blocked	smoke	15	34228
suggest-read-json	blocked	smoke	16	32060
